Peter,Abbs,,,,,,
David,Acaster,,,,,,
Geoffrey,Groves,"Geoff has been a teacher of Chemistry and Science for forty-one years. During that time he has been a Head of Chemistry and Head of Science for twenty eight years, a chief examiner and moderator for University Bursary Chemistry and a member of the Expert Panel for the development of NCEA Chemistry. During his career he has been a Teaching Fellow at the University of Canterbury and held a Teacher Fellowship at Lincoln University
to assist in promoting Sustainable Agriculture in Central Canterbury.",,,,,
Alan,Guihot,"Alan is an experienced Visual Arts teacher and administrator who has worked in a number of comprehensive country high schools. He has been a Senior HSC Visual Arts Marker. Alan has written the HSC Study Guide for the Sydney Morning Herald and examination study tips for HSC Online. He has devised Stage 4, 5 and 6 exemplar Visual Arts units of study for the Department of Education and Training, and presented these at teacher in-service workshops throughout NSW. In his Master Degree, Alan examined structures for the implementation of Visual Arts syllabuses in NSW schools. Alan＊s interests as an artist are in digital graphics, printmaking, and in combinations of the two media. Artworks by Alan＊s students have regularly been pre-selected and selected for Artexpress city and touring exhibitions. At the time of publication, Alan was Head of Visual Arts at Melville High School.",,,,,
Paul,Guinness,"Paul Guinness is a highly experienced author, teacher and examiner. Until recently he was Head of Geography at King's College School, Wimbledown, an IB school in the UK that was named The Sunday Times International Baccalaureate School of the Year 2009.",,,,,
Andrew,Gurr ,"At the time of publication, Andrew was Professor of English at the University of Reading.",,,,,
Joye,Halford,"Joye is an experienced teacher, Head of Department and Principal. She has extensive teaching experience in a variety of decile schools, particularly with students who experience difficulty in learning. Joye has helped turn many reluctant students into willing learners of the fun subject of mathematics.",,,,,
Jay L.,Halio ,"At the time of publication, Jay was Professor of English at the University of Delaware.",,,,,
Karin,Hall,,,,,,
Ros,Hamer,,,,,,
Antony,Hammond ,,,,,,
Jayne I.,Hanlin, ,,,,,
Rowena,Hannan,"Rowena has been teaching both VCE Studio Arts and Art at Firbank Grammar for the last eight years. She also teaches art throughout the school in a variety of media and specialises in ceramics. Rowena compliments her teaching with her work as a practising artist, exhibiting regularly and working on small and large scale private and public commissions. In 2008, Rowena was awarded the ※She who explores§ prize at the Walker Street Gallery.",,,,,
Richard,Hardy,"At the time of publication, Richard was a VCAA examination assessor and an expert teacher of Accounting. He was also a regular presenter for the VCTA.",,,,,
Leon,Harris,"Leon was the Senior English coordinator at Maroochydore State High School.  He also taught Legal Studies, and Junior English. He was previously a Solicitor employed as a legal consultant to various Sunshine Coast law firms. He practised in the areas of business and commercial law including partnerships, copyright, defamation and trademark law as well as Magistrates Court criminal and civil matters. At this time he also taught local high-school students a ※You and the Law§ module for Social Studies. At the time of publication he was Director of Academic Studies at Crested Butte Academy in Colorado in the US.",,,,,
John,Harrison,,,,,,
Paul,Harrison,,,,,,
Jeff,Harte,Jeff is a well-respected author and teacher and at the time of publication was Head of Geography at Moriah College.,,,,,
Ann,Harth,,,,,,
Christopher,Hartney,"At the time of publication, Chris was a lecturer at the Department of Studies of Religion at the University of Sydney where he taught a number of courses including ＆A History of God＊ and ＆Paths to Enlightenment＊.",,,,,
Richard,Harwood,,,,,,
Michael,Hattaway ,,,,,,
Anne,Haward ,,,,,,
Gareth,Hawgood,,,,,,
Andrea,Hayes,"At the time of publication, Andrea was an English teacher, freelance writer and English consultant. She has written numerous textbooks, magazine articles and educational resources 每 print, blended and online. A teacher with over 25 years experience, Andrea has also worked as an education consultant.",,,,,
Peter,Hayes,Peter is an experienced and respected primary school teacher and at the time of publication was seconded to the Catholic Education Office as a reading recover tutor.,,,,,
Mike,Hayhoe,,,,,,
Glenis,Heath,Glenis is an experienced and practicing teacher of VCE Food and Technology and has worked closely with the VCAA during the implementation and review of the VCE study design. She has been a script marker for the end of year examinations and is also the respected author of a highly successful series of student texts for VCE Food and Technology.,,,,,
Don,Heath,,,,,,
Kellie,Heintz,"Kellie is an experienced teacher of VCE English, Literature and Classical Societies and Cultures, and at the time of publication was a Senior Teacher and Head of House at Star of the Sea College, Brighton. She has been an English, AIM and GAT examination assessor and was also a tutor of First Year Literature in the Monash University Enhancement Program. Kellie is a best-selling author of VCE English and Media texts for students, and she has also written books on careers and film.",,,,,
Kathryn,Hendy-Ekers,"Kathryn has been teaching Art for 20 years in independent, Catholic and government schools, and at the time of publication was Head of Art at Melbourne Girls Grammar. Kathryn has taught VCE Art for the past 10 years and has been an Examination Assessor and Reviewer for the VCAA. She is also an experienced author of teacher resource materials. ",,,,,
Natalie,Hennessy,Natalie is an experienced teacher of Drama and English and is a regular performer in community theatre productions. At the time of publication she was a teacher at a large Sydney high school.,,,,,
Greg,Hetherton,,,,,,
Marianne,Hickey,"Marianne is a highly experienced teacher of Social Sciences. At the time of publication, she was teaching at Epping Boys High School, and has taught Business Studies since its inception. Marianne has also taught senior Geography and Economics as well as junior Social Science subjects such as Commerce. Marianne has experience as a year coordinator and for many years took part in the HSC marking of Economics.",,,,,
Margot,Hicks,"Margot is former teacher and at the time of publication was practising as a clinical psychologist, specialising in career and general counselling.",,,,,
David A.,Hill,,,,,,
David,Hobbs,,,,,,
Tracey,Holloway,"At the time of publication, Tracey was Head Teacher of Home Economics at Singleton High School, involved in the Quality Teaching, School to Work and Teachers in Business programs, as well as developing innovative teaching techniques and quality teaching and learning resources. Tracey was awarded the inaugural Ministers for Education Award for VET in Schools Teacher in 2003 and was a member of the NSW Board of Studies HSC Hospitality examination committee in 2004.",,,,,
Robin,Hood ,"At the time of publciation, Robin was Senior Lecturer in English at the University of York.",,,,,
David,Hopkins,,,,,,
Dwayne,Hopwood,"Dwayne is an experienced teacher of English in a variety of Australian schools. At the time of publication, he was Deputy Principal of a large comprehensive high school in Sydney. Dwayne has written and been the major contributor to multiple titles published by Cambridge University Press.",,,,,
Mike,Horsley,"At the time of publication, Mike was Associate Professor at the University of Western Sydney and was president of the Economics and Business Studies Teacher Association of NSW (EBE) and a Director of the Textbook Research Centre. Mike has been a teacher and lecturer in economics for over 30 years at schools and universities and has written many textbooks in economics and business studies.",,,,,
Medi,Houghton,,,,,,
John,Howard,,,,,,
Elizabeth,Howe,"At the time of publication, Elizabeth was Head of Maths and Numeracy at St Monica's Collete, Epping, a large Catholic school in Melbourne's north. She has presented booked-out sessions at the MAV Annual conference as well as publishing works for the MAV and for Learning Matters. Under her guidance, St Monica's received the State Numeracy Award in 2004, the only secondary school to receive the award.",,,,,
Tom,Hubble,"Tom has taught introductory geology as well as specialist engineering and environmental geology courses to science and civil engineering students at the University of Sydney since 1988. He has been an examiner, marker and curriculum developer for the HSC.",,,,,
Elizabeth,Huddlestone ,,,,,,
Chris,Hughes,,,,,,
Marianne,Hulsbosch,"At the time of publication, Marianne was the Course Director of Visual Arts Education (Secondary) at the University of Sydney. Marianne has extensive experience lecturing in Visual Arts, Textiles, Design and Technology. She developed and implemented secondary education programs in Visual Arts as well as Design and Technology in the new Bachelor of Education and Master of Teaching degrees and the Master of Contemporary Arts for Educators degree at Sydney College of the Arts.",,,,,
Bryn,Humberstone,"Bryn has an Honours degree in Pure Mathematics, and has taught both junior and senior mathematics in Victoria.  Bryn is particularly passionate about writing engaging mathematical investigations and effective assessment tasks for students with a variety of backgrounds and ability levels.
",,,,,
David,Hunt,"David  graduated from the University of Sydney in 1967 with an Honours degree
in Mathematics and Physics, then obtained a master＊s degree and a doctorate from the
University of Warwick. He was appointed to a lectureship in Pure Mathematics at UNSW
in early 1971, where he is currently an Associate Professor. David has taught courses in
Pure Mathematics from first year to master＊s level and was Director of First Year Studies
in Mathematics for five years. Many of his activities outside UNSW have centred on
the Australian Mathematics Trust. At the time of publication we was Deputy Chairman of the Australian Mathematics Olympiad Committee.",,,,,
Robert,Hutchings,,,,,,
Chris,Huxley,"Huzley has had wide experience in teaching all branches of science at the senior level. At the time of publication he was Head of Science at Blue Mountains Grammar, and has been an examiner, marker and curriculum designer.",,,,,
Jack,Hydes ,,,,,,
Henrik,Ibsen,,,,,,
Dianne,Imarisio,"Dianne, Justice of the Peace (Qualified) has a background of 21 years＊ teaching experience in Legal Studies as well as Business Education, English and SOSE.  She",,,,,
Iain,Imlay-Gillespie,"Iain has taught science and environmental science at all levels in NSW and overseas and at the time of publication was head of science at Nagle College, Blacktown. He has extensive experience as an examiner, marker and curriculum developer.",,,,,
Philip,Ingram,,,,,,
Dianne,Innes,"At the time of publication, Di was the HT Administration/ VET Executive at Mount View High School in Cessnock. She has been involved in the hospitality industry for many years and was one of the first teachers to participate in the Teachers in Business Program. She has also been involved in the Worldskills Competition as a writer and judge, and has acted as the convenor of the Food and Beverage Competition at a regional level.",,,,,
Di,Innes,"At the time of publication, Di was the HT Administration/ VET Executive at Mount View High School in Cessnock. She has been involved in the hospitality industry for many years and was one of the first teachers to participate in the Teachers in Business Program. She has also been involved in the Worldskills Competition as a writer and judge, and has acted as the convenor of the Food and Beverage Competition at a regional level.",,,,,
Sheila,Innes,,,,,,
Kim,Isgro-Attwood,"At the time of publciation, Kim was the Head Teacher of Creative and Performing Arts at Homebush BHS as well as a practicing and exhibiting artist. He has HSC marking experience in both practical and written exams and has experience as an in-school lecturer and tutor with M-Teach Sydney University for first and second year students. Kim is a committee member of Creative Arts Council of South Western Sydney as well as the coordinator of the ＆Artmart Program＊, a four-day Visual Arts workshop for Yr 9 & 10 students. ",,,,,
Jorg,Jahn,,,,,,
David,James,"David James is Director of IB at Wellington College, UK, where he runs the Diploma and Middle Years Programmes. He has taught the IB for ten years, and is an IB workshop leader (training teachers on the revised syllabus). David was Head of English at Haileybury College, Hertford, an IB school, for five years. He has authored student study guides and teacher resources, and has written on a range of educational matters for newspapers and journals.",,,,,
Bob,Jamison,"At the time of publication, Bob was teacher at a secondary college in Melbourne and has been involved in the teaching of Year 12 Physical Education for many years. He has written a number of books in the areas of Sport and Physical Education.",,,,,
Gordon,Jarvie,,,,,,
Megan,Jeffery,"At the time of publication, Megan was Senior Business Management teacher at Northcote High School. She is an experienced VCE Business Management assessor and has been involved in auditing, assessing and consultation for the VCAA. Megan has also presented at COMVIEW and is a regular contributor to the VCTA journal COMPAK.",,,,,
Tom,Jellett,,,,,,
Rob,John,,,,,,
David,Johnson,David has been involved in teaching P.E for 15 years. David has been Head of Department for Physical Education and has served on the State Panel for P.E. He spent three years working at the QSA where he was the Standards and Assessment Officer for Health and P.E. David has been a critical friend in the writing of the Senior P.E syllabus.,,,,,
Ken,Johnson,At the time of publication Ken was Senior Lecturer in Geography at the Australian National University in Canberra.,,,,,
Peter,Jones,Peter  has been an active supporter of school mathematics over many years. Peter is a highly experienced writer of mathematical texts and he is the lead author on two of the VCE Essential Mathematics textbooks. His area of expertise is applied statistics.,,,,,
Geoff,Jones,,,,,,
Graham,Jones,,,,,,
Mary,Jones,,,,,,
Peter,Jones,Peter has been an active supporter of school mathematics for many years. At the time of publication he was regularly giving keynote addresses and runs workshops throughout Australia and overseas.,,,,,
Trevor,Jordan,"At the time of publication, Trevor was Senior Lecturer in Applied Ethics in the Humanities Program at QUT.  He is a past president of the Australian Association for the Study of Religion.",,,,,
Max,Jory,"At the time of publication Max was an adjunct academic in the School of Psychology and Psychiatry at Monash University. He has had a long involvement with examination setting and assessment for VCE. Max has variously contributed psychology articles, co-authored VCE study materials, and is a regular speaker at VCE Psychology conferences.",,,,,
Tim,Joyce,Tim is an experienced teacher of VCE Accounting. He has previously worked as a year level coordinator and in the accounting profession.,,,,,
Peter,Joyce,,,,,,
Luke,Jurevicius,,,,,,
Nathan,Jurevicius,,,,,,
Jackie,Kay,,,,,,
Tim,Kelly,Tim obtained his B.A. Dip Ed from the University of New South Wales in 1984 and completed his Diploma in Law from the Legal Practitioners Admissions Board in 1996. He began teaching Legal Studies in 1993 at St.Mary's Maitland and at the time of publication was HSIE coordinator at St. Mary's Casino,,,,,
Katie,Niklaus,"Katie has taught VCE Psychology at Maribyrnong College as well as at Bendigo Senior Secondary College, and is especially interested in the area of attitudes. ",,,,,
Suzanne,Kiraly,"Suzanne Kiraly completed her Master of Creative Writing in 2009 and is an educator
who loves to write. She has taught at all levels of schooling, and at the time of publication taught English at the Canberra Institute of Technology and was Vice President of ACTATE, and Litlinks Coordinator, which is an annual statewide writing competition for senior secondary students in the ACT and regions.",,,,,
Mike,Kirby,,,,,,
Lyn,Kirkby,,,,,,
David,Kirkham ,,,,,,
Michael,Kiss,"At the time of publication, Michael was the QSA State Review Panel Chair for Physical Education. With a career in education spanning 25 years, his roles have included P.E teacher, Head of Department and Deputy Principal. He has co-authored several P.E publications, has presented perspectives on teaching and learning in P.E at many conferences.",,,,,
Grant,Kleeman,"Grant is an experienced geography teacher, textbook author and curriculum consultant. He has been closely involved in the development of curriculum and teaching resources in NSW and at the time of publication was working as a lecturer in Secondary Social Sciences at Macquarie University in Sydney.",,,,,
Karl,Klein ,"The late Karl Klein was Professor of English Literature at the Universitat des Saarlandes, Germany. His research and publications were in the field of Renaissance literature, the nineteenth century novel, and contemporary poetry.",,,,,
Theo,Kleoudis,"At the time of publication, Theo was a senior H&PE teacher and Head of Sport at Mount Gravatt High School. He also lectures at Griffith University in the School of Education and Professional Studies.  Theo has been involved in numerous managerial and coaching positions from district to regional level sporting teams throughout Queensland, is a member of ACHPER and enjoys soccer, touch football, golf and scuba diving.",,,,,
Vasja,Koman,,,,,,
Celina,Korcak,,,,,,
Dean,Lamson,,,,,,
John,Lancaster ,,,,,,
Debra,Landry,,,,,,
Kerri,Lane,,,,,,
Yvet-Renee,Lane,Yvet-Renee is a highly experienced Media teacher with extensive industry experience.,,,,,
Sally,Lasslett,"Sally has been teaching Food and Technology and Health and Human Development for over 14 years. At the time of publication, she taught at Essendon Keilor College and was an active member of Home Economist and regularly presents professional development sessions.",,,,,
Martin,Law,,,,,,
Anne,Lawrence,"Anne has played a key role in supporting teachers with NCEA since its inception. She
has written and marked external assessments, and is an experienced moderator. At the time of publication, Anne was an adviser at the Centre for Educational Development, Massey University. She has taught mathematics at a range of schools, most recently as Head of Department at Awatapu College. She has been a Regional Facilitator for the Secondary Numeracy Project since 2004.",,,,,
James,Lawson,,,,,,
Anne,Layman,"At the time of publication, Anne was Director of Studies Senior Curriculum at MLC School Sydney. Anne has been a Director of the Economics and Business Educators NSW for three years and has experience in running Student Economics Study Days for the HSC as well as professional development seminars for teachers. She has a strong background in Economics and her students have received achieved outstanding results in the HSC as well as the International Baccalaureate. She has been a HSC examiner in Economics.",,,,,
Daryl,Le Cornu,"At the time of publication Daryl was Head Teacher of History and Curriculum Coordinator at Eagle Vale High School. He has 13 years experience teaching Legal Studies and is also highly experienced in HSC marking for Legal Studies, Modern and Ancient History. He was a member of the Board of Studies Curriculum Committee in 2003-4.",,,,,
Susan,Leach ,,,,,,
Chris,Leadbetter,,,,,,
Harry,Leather,"At the time of publication, Harry was Director of City Cite. He has taught Science and Biology for over 20 years, during which time he has also been involved in curriculum development and external examination marking.",,,,,
Jan,Leather,"At the time of publication, Jan was Director of Learning at Ivanhoe Girls＊ Grammar and has taught senior Biology for over 20 years. She has also been an external examination marker and has been heavily involved in curriculum development.",,,,,
Alexander,Leggatt ,,,,,,
Edward,Lewis,"Edward has extensive experience as a teacher, curriculum writer and educational consultant. He has been a curriculum writer (NSW, BLIPS) and an executive member of the Primary Association for Mathematics. At the time of publication, he was lecturer in Mathematics Education at the Australian Catholic University.",,,,,
John,Lidstone,"At the time of publication, John was Associate Professor in Education at Queensland University of Technology, Kelvin Grove Campus.  He was the Editor for International Research in Geographical and Environmental Education, and Deputy Chair of the International Geographical Union Commission. ",,,,,
Paula,Lindley,"Paula has been an Education Officer with Education Schools Programs at the National Gallery of Victoria for the past 15 years. She has worked in government and Catholic schools across Victoria, lectured in Visual Arts at the Australian Catholic University, and written print and online resources for the NGV. She has been a member of the Top Arts (VCE Season of Excellence) Selection Panel since 2003 and in 2008, Paula was a member of the VCE Studio Arts Review Panel.",,,,,
David,Linley ,,,,,,
Kay,Lipson,"Kay's experience extends through teaching mathematics and statistics at both secondary and tertiary level, as well as extensive periods as a VCE examiner. At the time of publication, she was the Academic Dean for Swinburne University Online.",,,,,
Bob,Lister,,,,,,
Rosemarie,Little,,,,,,
Deidre,Lobendhan,,,,,,
Liz,Lockhead,,,,,,
Ian,Lodge,,,,,,
Catherine,Low,"At the time of publication, Catherine was a Physics and Science Teacher at Rangi Ruru Girls＊ School in Christchurch.  She has a PhD in Theoretical Particle Physics from the University of Melbourne.  She has published five journal articles in Physical Review D and has written practice exams for CSTA (Canterbury Science Teachers＊ Association) and NZIP (New Zealand Institute of Physics).  ",,,,,
Paul,Lowe,"At the time of publication Paul was teaching at Alesco Learning Centre, a high school in Newcastle for students with special needs. He has a strong practical background with 15 years in the Electrical Industry and 5 years experience in secondary teaching.",,,,,
Russel,Lowe,,,,,,
Pauline,Lowrie,,,,,,
Peter,Lucantoni,,,,,,
Professor Janis,Lull ,,,,,,
Valerie,Lynn,,,,,,
Francis,Lynne,,,,,,
Wendy M.,MacDonald,,,,,,
Alison,Mackinnon,"At the time of publication, Alison was Professor Emerita of History and Gender Studies at the University of South Australia and a former teacher of history and English.  Alison has written many books on issues of educational history and women＊s history and on contemporary concerns about educational access. She is a former President of the South Australian History Council and of the Australian and New Zealand History of Education Society (ANZHES).",,,,,
Pam,Macintyre,"Pam has taught undergraduate and postgraduate courses in language, literacy,
children＊s and young adult literature in the Melbourne Graduate School of Education
at The University of Melbourne. At the time of pubication she was the editor of a quarterly review journal and reviewed for Australian Book Review and The Age.
Pam has been a member of the National Executive of the Children＊s Book Council
of Australia, a judge for the Victorian Premier＊s Literary Awards, Aurealis Awards and
CBCA Book of the Year Awards. ",,,,,
Keith,Maclennan,,,,,,
Carol,Macreadie,,,,,,
Alex,Madina,,,,,,
Kerryn,Maguire,"Kerryn was previously an Information Technology teacher, and at the time of publication was the Director of her own IT consultancy and training company. She has also authored numerous computer application books and widely used software taxation packages.",,,,,
Blair,Mahoney,"At the time of publication, Blair was Assistant English Coordinator at Melbourne High School, where he taught English, Literature and Philosophy. He is interested in exploring new ways to approach poetry in the classroom and make it less intimidating for students. Blair reads a lot of contemporary and experimental fiction and graphic novels as well as poetry, and gets bored if he has to teach the same text too many years in a row. He lives in Melbourne with his wife and son and named one of his two cats Oedipus to the cat＊s continuing embarrassment.",,,,,
M.M.,Mahood ,,,,,,
David,Main,"David is an experienced author having written a number of books in the area of General Maths and graphics calculators. At the time of publication, he was Head of Mathematics, Preshil, The Margaret Lyttle Memorial School, Kew.",,,,,
David,Mallia,"David has 26 years teaching experience across all year levels and at the time of publication was the Head of Commerce at Aquinas College.  He is an experienced teacher in junior level Economics, Commerce, Civics, Business, IT, History and social studies subjects and has been a member of VCE examination setting panels. He is likewise a member of the Victorian Commercial Teachers Association and the Victorian Association of Social Studies Teachers.",,,,,
Richard,Malone,"At the time of publication, Richard was the Head of Middle School at Caulfield Grammar School.  Richard has previously been the Head of Teaching and Learning and Head of Humanities. Along with these leadership roles, he has taught a wide range of history subjects from Years 7 to 12 over the past 16 years.  His passion for seeing history taught in an engaging manner has led him to focus on the importance of differentiation as the most effective means to address the learning needs of students.  He has written several textbooks for secondary students, including Analysing Modern History and Analysing the Russian Revolution, both published by Cambridge University Press.",,,,,
Ned,Manning,"At the time of publication, Ned was was an actor, writer and teacher. He has taught drama at Newtown High School of the Performing Arts and the EORA Centre for Aboriginal Visual and Performing Arts in Redfern, NSW. Ned has written ten plays for Bell Shakespeare＊s Actors at Work program and has performed with the Sydney Theatre Company, Griffin TheatreCompany, The Sydney Festival and the Q Theatre. Ned is a past winner of the NSW Premiers＊ Teachers Scholarship and also works as a Dramaturge,
helping writers of all ages with script development.",,,,,
Peter,Mantin,,,,,,
Mark,Manuel,"At the time of publciation, Mark was Head of Geography and Society and Environment at Scotch College in Adelaide and has taught geography for more than 25 years. He has been vice-president and business manager/treasurer for the Australian Geography Teachers Association (AGTA) and the Geography Teachers Association of South Australia (GTASA). He has written a number of leading geography textbooks.",,,,,
F. H.,Mares ,,,,,,
John,Margeson ,"At the time of publication, John was Emeritus Professor of English at the University of Toronto.",,,,,
Linda,Marland,,,,,,
Michael,Marland,,,,,,
Neil,Marshall,"Neil has taught mathematics extensively in the UK and in New Zealand, and has worked as an advisor to mathematics teachers in New Zealand, China and the Middle East. At the time of publication, Neil was Assistant Head of Mathematics for Diocesan School for Girls in Auckland and has a long term research interest in helping teachers create activities and learning experiences that engage students at all levels and encourage them to think and communicate mathematically.
",,,,,
Jo,Martin,,,,,,
Pamela,Mason,,,,,,
Hugh,Mason-Jones,"Hugh has taught Media at Cheltenham Secondary College since 2003 and has been the Head of Department from 2005. He has also been the acting Leading Teacher in charge of ICT.  At the time of publication, Hugh was the Deputy Chair of the Australian Teachers of Media, a regular presenter at ATOM Professional Development workshops and a member of the ATOM Education Committee and ATOM Board",,,,,
Andrew,Matthews,,,,,,
Cecily,Matthews,,,,,,
Philip,Matthews,,,,,,
Tony,McAleavy,,,,,,
Mark,McAndrew,"At the time of publication, Mark was Head of History at Cranbrook School, Sydney.",,,,,
Ian,McAuslan,,,,,,
Christine,McCallum,"At the time of publication, Christine was the Assistant Campus Administrator at Caulfield Grammar School and has taught Physical Education since 1985. She was a contributing author of VCE Physical Education texts Units 1-4, as well as being a past Assistant State Reviewer and examination assessor.",,,,,
Tim,McCallum,"Tim is a highly experienced teacher of Physical Education and at the  time of publication,  was in a leadership position at Caulfield Grammar School.",,,,,
Judith,McCannon,,,,,,
Anne,McCarthy,,,,,,
Barry,McCrae,Barry is a former secondary mathematics teacher and takes method-of-teaching classes at Melbourne University. He has been prominently involved with the external assessment of the VCE Specialist Maths since its inception in 1994.,,,,,
Brigitte,McDonald,"Brigitte has 19 years teaching experience across all year levels and at the time of publication was the Deputy Principal of Caroline Chisholm Catholic College.  She is an experienced teacher in Geography, SOSE, Junior Science and Biology.  ",,,,,
Frank,McDonough,,,,,,
Barrie,McElroy,"At the time of publciation, Barrie was a curriculum consultant for Studies in Society and Environment (SOSE) and Geography. He was formerly a senior lecturer and head of Environmental Studies and Geography (including Curriculum) in the school of Human and Environmental Sciences at the University of South Australia. He has also been president of the AGTA and the GTASA.  ",,,,,
Kelli,McGraw,"At the time of publication, Kelli was a Lecturer in Secondary English Curriculum at The Queensland University of Technology. She has been an English teacher in south western Sydney and worked in primary and high schools across NSW to develop students＊ skills in debating and public speaking. Her work with the ETA and the AATE has focused on issues relating to curriculum and assessment, including providing feedback during the development of the Australian Curriculum for English. Kelli's doctoral thesis examines the innovations and challenges observed in the implementation of the 1999 HSC English syllabus for NSW.",,,,,
Travis,McGregor,,,,,,
John,McGurk,,,,,,
Janine,McIntosh,"At the time of publication, Janine worked at the Australian Mathematical Sciences Institute, where her role is to write mathematics materials and to work with teachers to develop their mathematics programs. Janine is an experienced primary teacher, curriculum writer and teacher educator.",,,,,
Sandra,McKee,,,,,,
Heather ,McKenzie,Heather is an experienced and practicing teacher of VCE Food and Technology and has worked closely with the VCAA during the implementation and review of the VCE study design. She has been a script marker for the end of year examinations and is also the respected author of a highly successful series of student texts for VCE Food and Technology.,,,,,
Robert,McLaren,"Robert  graduated from the University of Melbourne in 1978 with a Bachelor of
Science (Hons) and a Diploma of Education. He commenced his teaching career in 1979
at The Geelong College and has taught at a number of Victorian Independent Schools
throughout his career. He has been involved in textbook writing, curriculum development and VCE examination setting and marking during his teaching life. He has taught Mathematics at all secondary levels and has a particular interest in problem-solving. At the time of publication, Robert was Head of Upper School at Scotch College.",,,,,
Larissa,McLean Davies,"At the time of publication, Larissa was Lecturer in Secondary English Education in the Graduate School of Education at the University of Melbourne. Prior to taking up this role, she taught English and literature in a range of Victorian secondary schools. Larissa＊s recent publications have focused on the place of Australian literature in the National Curriculum. Larissa has previously contributed to textbooks designed for use in both middle and senior English classrooms, and has, for many years, contributed to the professional development of English teachers through organisations such as VATE.",,,,,
Mary,Mcleish,At the time of publication Mary was the Curriculum Coordinator at Eumemmerring College VCE Campus and taught health and Human Development.,,,,,
Matthew,McLeod,"At the time of publication, Matthew was Head of Department for science at Wakatipu High School in Queenstown.",,,,,
Rosemary ,McLoughlin,"At the time of publication, Rosemary was curriculum consultant for the Catholic Education Office in Melbourne after an extensive teaching career. She has been deeply involved in the assessment of VCE English (ESL).",,,,,
Michael,McMahon,,,,,,
Kevin,McMenamin,,,,,,
Michael,McNamara,"Michael has extensive experience as a teacher of English at secondary level and as a method tutor at Melbourne University. At the time of publication, he taught at Princess Hill Secondary College. He is well known for his articles in English teaching journals and presentations at conferences.",,,,,
Lisa,McNeice,"During her seventeen years as a classroom teacher, Lisa has taught English,
Literature, English Language, ESL and Art. She is a published poet and has had
experience in student theatre as a writer, director and set designer. She believes that developing students＊ knowledge of the function and structure of language, while valuing their unique experience, is the key to this process.",,,,,
Judy,McPherson,"At the time of publication, Judy was a teacher of humanities who has taught history and geography to students across Years 7 to 12 in several Victorian schools.  Judy＊s experience includes head of faculty roles in the humanities as well as pastoral team leadership.  She has made a significant contribution to curriculum development as a subject leader in the humanities and has been a contributing author to three geography textbooks. She is a director of Ed Scape Pty Ltd, which provides a range of consultancy services in the field of program evaluation and school improvement.",,,,,
Richard,McRoberts,"Richard has 23 years experience as a teacher in Australia and the UK, and is the author of many textbooks published by Cambridge University Press.",,,,,
Chris,McTrustry,,,,,,
Giorgio,Melchiori ,,,,,,
Del,Mendoza,,,,,,
Gruppa,Meta,,,,,,
Paul,Milgate,"At the time of publication, Paul was Head of Legal Studies, Business Studies/Commerce and Economics at Xavier Catholic College on the North Coast of NSW. He has taught Legal Studies since its inception in NSW schools and was a foundation member of the North Coast Legal Studies Teachers Association.",,,,,
Jane,Miller,,,,,,
Karin,Miller,"At the time of publication, Karin was a school Career Teacher and a regional Careers Network Coordinator.",,,,,
Rachael,Miller,,,,,,
Perry,Mills,,,,,,
Bryan,Milner,,,,,,
Julie,Mitchell,,,,,,
Karen,Moni,"At the time of publication, Karen was a Associate Professor in the School of Education at The University of Queensland and coordinated English curriculum, young adult literature and effective pedagogy courses in undergraduate and postgraduate programs. A former secondary English teacher and teacher-librarian at the time of publication, Karen was President Elect of the AATE.",,,,,
Ann,Montague-Smith,,,,,,
Rob,Moore,,,,,,
Anne,Morgan,,,,,,
Wendy,Morgan,"At the time of publication, Wendy was a Lecturer in Language and Literacy Education at Queensland University of Technology and has an extensive background in secondary and tertiary levels of English Education.",,,,,
Kevin,Morley,,,,,,
Brian,Morphett,,,,,,
Jonathan,Morris ,,,,,,
Fiona,Morrison,"At the time of publication, Fiona was convenor and lecturer of the University of Sydney's UPC English Literature course. She has previously worked as a lecturer at the University of Sydney, UNSW and the University of Western Sydney. Fiona also works as a policy consultant at universities and in the vocational education and training sector. She has regularly been heard as the literary correspondent of ABC 702's afternoon programme.",,,,,
Karen,Morrison,,,,,,
James,Morwood,,,,,,
Livia,Motti,,,,,,
Peter,Mountford,Peter is former Head of Classics at Melbourne Boy＊s Grammar School. ,,,,,
J. V.,Muir ,,,,,,
Meg,Mulcahy,Meg majored in psychology and completed her thesis in visual perception at the University of Melbourne. Meg then went on to complete a teaching degree and at the time of publication was Head of Psychology at Scotch College and a state exam assessor. ,,,,,
Rachel,Mules,"Rachel has taught in government schools in NSW since 1988 and spent
many years at Randwick Boys High School as senior Economics teacher. Rachel has delivered presentations to teachers regarding best practice in teaching Economics, has delivered summer school workshops to Economics students and written for Commerce and Business Studies publications in NSW. She spent a year at Erith School in London in 2002. At the time of publication, Rachel was Head Teacher Social Sciences faculty at Liverpool Boys High School.",,,,,
Rosemary,Mulholland,,,,,,
Catherine,Murphy,"Catherine has over 15 years experience teaching Physical Education and Health, and at the time of publication was Sport Coordinator at Our Lady of the Pines School. She has been an exam marker for VCE Physical Education Units 3&4.",,,,,
Ed,Murphy,"Ed has over 30 years experience as a teacher, specialising in psychology and counselling. ",,,,,
John,Murrell,,,,,,
